ABC_Publication,Edition,State,District,Year,Half,Language,Frequency,Avg Circulation,Gram State,Gram District
Aajkaal,Kolkata edition,WB,South Twentyfour Parganas,2014,H1,Bengali,Dailies,3423.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Aajkaal,Kolkata edition,WB,South Twentyfour Parganas,2014,H2,Bengali,Dailies,3296.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Aajkaal,Kolkata edition,WB,South Twentyfour Parganas,2015,H1,Bengali,Dailies,2938.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Aapala Vartahar,Mumbai edition,MH,Mumbai,2013,H1,Marathi,Dailies,18626.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Mumbai,2013,H2,Marathi,Dailies,16312.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Mumbai,2014,H1,Marathi,Dailies,15452.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Mumbai,2014,H2,Marathi,Dailies,15307.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Mumbai,2015,H1,Marathi,Dailies,13324.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Other Districts,2013,H1,Marathi,Dailies,643.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Other Districts,2014,H1,Marathi,Dailies,771.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Other Districts,2014,H2,Marathi,Dailies,704.0,MAHARASHTRA,MUMBAI
Aapala Vartahar,Mumbai edition,MH,Raigad,2013,H1,Marathi,Dailies,2250.0,MAHARASHTRA,RAIGAD
Aapala Vartahar,Mumbai edition,MH,Raigad,2013,H2,Marathi,Dailies,2148.0,MAHARASHTRA,RAIGAD
Aapala Vartahar,Mumbai edition,MH,Raigad,2014,H1,Marathi,Dailies,1919.0,MAHARASHTRA,RAIGAD
Aapala Vartahar,Mumbai edition,MH,Raigad,2014,H2,Marathi,Dailies,1871.0,MAHARASHTRA,RAIGAD
Aapala Vartahar,Mumbai edition,MH,Raigad,2015,H1,Marathi,Dailies,1726.0,MAHARASHTRA,RAIGAD
Aapala Vartahar,Mumbai edition,MH,Ratnagiri,2013,H1,Marathi,Dailies,771.0,MAHARASHTRA,RATNAGIRI
Aapala Vartahar,Mumbai edition,MH,Ratnagiri,2013,H2,Marathi,Dailies,730.0,MAHARASHTRA,RATNAGIRI
Aapala Vartahar,Mumbai edition,MH,Ratnagiri,2014,H1,Marathi,Dailies,711.0,MAHARASHTRA,RATNAGIRI
Aapala Vartahar,Mumbai edition,MH,Ratnagiri,2014,H2,Marathi,Dailies,705.0,MAHARASHTRA,RATNAGIRI
Aapala Vartahar,Mumbai edition,MH,Sindhudurg,2013,H1,Marathi,Dailies,260.0,MAHARASHTRA,SINDHUDURG
Aapala Vartahar,Mumbai edition,MH,Thane,2013,H1,Marathi,Dailies,15124.0,MAHARASHTRA,THANE
Aapala Vartahar,Mumbai edition,MH,Thane,2013,H2,Marathi,Dailies,14822.0,MAHARASHTRA,THANE
Aapala Vartahar,Mumbai edition,MH,Thane,2014,H1,Marathi,Dailies,12997.0,MAHARASHTRA,THANE
Aapala Vartahar,Mumbai edition,MH,Thane,2014,H2,Marathi,Dailies,12902.0,MAHARASHTRA,THANE
Aapala Vartahar,Mumbai edition,MH,Thane,2015,H1,Marathi,Dailies,12168.0,MAHARASHTRA,THANE
Agrowon,Pune edition,KA,Other Districts,2013,H1,Marathi,Dailies,753.0,KARNATAKA,BANGALORE
Agrowon,Pune edition,KA,Other Districts,2013,H2,Marathi,Dailies,778.0,KARNATAKA,BANGALORE
Agrowon,Pune edition,KA,Other Districts,2014,H1,Marathi,Dailies,622.0,KARNATAKA,BANGALORE
Agrowon,Pune edition,KA,Other Districts,2014,H2,Marathi,Dailies,625.0,KARNATAKA,BANGALORE
Agrowon,Pune edition,KA,Other Districts,2015,H1,Marathi,Dailies,611.0,KARNATAKA,BANGALORE
Agrowon,Pune edition,MH,Ahmadnagar,2013,H1,Marathi,Dailies,7563.0,MAHARASHTRA,AHMADNAGAR
Agrowon,Pune edition,MH,Ahmadnagar,2013,H2,Marathi,Dailies,5858.0,MAHARASHTRA,AHMADNAGAR
Agrowon,Pune edition,MH,Ahmadnagar,2014,H1,Marathi,Dailies,5788.0,MAHARASHTRA,AHMADNAGAR
Agrowon,Pune edition,MH,Ahmadnagar,2014,H2,Marathi,Dailies,8382.0,MAHARASHTRA,AHMADNAGAR
Agrowon,Pune edition,MH,Ahmadnagar,2015,H1,Marathi,Dailies,9127.0,MAHARASHTRA,AHMADNAGAR
Agrowon,Pune edition,MH,Akola,2013,H1,Marathi,Dailies,1966.0,MAHARASHTRA,AKOLA
Agrowon,Pune edition,MH,Akola,2013,H2,Marathi,Dailies,1660.0,MAHARASHTRA,AKOLA
Agrowon,Pune edition,MH,Akola,2014,H1,Marathi,Dailies,1698.0,MAHARASHTRA,AKOLA
Agrowon,Pune edition,MH,Akola,2014,H2,Marathi,Dailies,1644.0,MAHARASHTRA,AKOLA
Agrowon,Pune edition,MH,Akola,2015,H1,Marathi,Dailies,1634.0,MAHARASHTRA,AKOLA
Agrowon,Pune edition,MH,Amravati,2013,H1,Marathi,Dailies,2395.0,MAHARASHTRA,AMRAVATI
Agrowon,Pune edition,MH,Amravati,2013,H2,Marathi,Dailies,2470.0,MAHARASHTRA,AMRAVATI
Agrowon,Pune edition,MH,Amravati,2014,H1,Marathi,Dailies,2505.0,MAHARASHTRA,AMRAVATI
Agrowon,Pune edition,MH,Amravati,2014,H2,Marathi,Dailies,2665.0,MAHARASHTRA,AMRAVATI
Agrowon,Pune edition,MH,Amravati,2015,H1,Marathi,Dailies,2613.0,MAHARASHTRA,AMRAVATI
Agrowon,Pune edition,MH,Aurangabad,2013,H1,Marathi,Dailies,4344.0,MAHARASHTRA,AURANGABAD
Agrowon,Pune edition,MH,Aurangabad,2013,H2,Marathi,Dailies,5435.0,MAHARASHTRA,AURANGABAD
Agrowon,Pune edition,MH,Aurangabad,2014,H1,Marathi,Dailies,5724.0,MAHARASHTRA,AURANGABAD
Agrowon,Pune edition,MH,Aurangabad,2014,H2,Marathi,Dailies,4744.0,MAHARASHTRA,AURANGABAD
Agrowon,Pune edition,MH,Aurangabad,2015,H1,Marathi,Dailies,4123.0,MAHARASHTRA,AURANGABAD
Agrowon,Pune edition,MH,Bhandara,2013,H1,Marathi,Dailies,261.0,MAHARASHTRA,BHANDARA
Agrowon,Pune edition,MH,Bhandara,2013,H2,Marathi,Dailies,1005.0,MAHARASHTRA,BHANDARA
Agrowon,Pune edition,MH,Bhandara,2014,H1,Marathi,Dailies,973.0,MAHARASHTRA,BHANDARA
Agrowon,Pune edition,MH,Bhandara,2014,H2,Marathi,Dailies,256.0,MAHARASHTRA,BHANDARA
Agrowon,Pune edition,MH,Bhandara,2015,H1,Marathi,Dailies,290.0,MAHARASHTRA,BHANDARA
Agrowon,Pune edition,MH,Bid,2013,H1,Marathi,Dailies,3336.0,MAHARASHTRA,BID
Agrowon,Pune edition,MH,Bid,2013,H2,Marathi,Dailies,3403.0,MAHARASHTRA,BID
Agrowon,Pune edition,MH,Bid,2014,H1,Marathi,Dailies,3789.0,MAHARASHTRA,BID
Agrowon,Pune edition,MH,Bid,2014,H2,Marathi,Dailies,2620.0,MAHARASHTRA,BID
Agrowon,Pune edition,MH,Bid,2015,H1,Marathi,Dailies,2813.0,MAHARASHTRA,BID
Agrowon,Pune edition,MH,Buldana,2013,H1,Marathi,Dailies,2436.0,MAHARASHTRA,BULDANA
Agrowon,Pune edition,MH,Buldana,2013,H2,Marathi,Dailies,1757.0,MAHARASHTRA,BULDANA
Agrowon,Pune edition,MH,Buldana,2014,H1,Marathi,Dailies,1940.0,MAHARASHTRA,BULDANA
Agrowon,Pune edition,MH,Buldana,2014,H2,Marathi,Dailies,1802.0,MAHARASHTRA,BULDANA
Agrowon,Pune edition,MH,Buldana,2015,H1,Marathi,Dailies,1809.0,MAHARASHTRA,BULDANA
Agrowon,Pune edition,MH,Chandrapur,2013,H1,Marathi,Dailies,674.0,MAHARASHTRA,CHANDRAPUR
Agrowon,Pune edition,MH,Chandrapur,2013,H2,Marathi,Dailies,695.0,MAHARASHTRA,CHANDRAPUR
Agrowon,Pune edition,MH,Chandrapur,2014,H1,Marathi,Dailies,700.0,MAHARASHTRA,CHANDRAPUR
Agrowon,Pune edition,MH,Chandrapur,2014,H2,Marathi,Dailies,594.0,MAHARASHTRA,CHANDRAPUR
Agrowon,Pune edition,MH,Chandrapur,2015,H1,Marathi,Dailies,645.0,MAHARASHTRA,CHANDRAPUR
Agrowon,Pune edition,MH,Dhule,2013,H1,Marathi,Dailies,1996.0,MAHARASHTRA,DHULE
Agrowon,Pune edition,MH,Dhule,2013,H2,Marathi,Dailies,838.0,MAHARASHTRA,DHULE
Agrowon,Pune edition,MH,Dhule,2014,H1,Marathi,Dailies,833.0,MAHARASHTRA,DHULE
Agrowon,Pune edition,MH,Dhule,2014,H2,Marathi,Dailies,1913.0,MAHARASHTRA,DHULE
Agrowon,Pune edition,MH,Dhule,2015,H1,Marathi,Dailies,2139.0,MAHARASHTRA,DHULE
Agrowon,Pune edition,MH,Hingoli,2013,H1,Marathi,Dailies,1356.0,MAHARASHTRA,HINGOLI
Agrowon,Pune edition,MH,Hingoli,2014,H2,Marathi,Dailies,599.0,MAHARASHTRA,HINGOLI
Agrowon,Pune edition,MH,Hingoli,2015,H1,Marathi,Dailies,935.0,MAHARASHTRA,HINGOLI
Agrowon,Pune edition,MH,Jalgaon,2013,H1,Marathi,Dailies,4772.0,MAHARASHTRA,JALGAON
Agrowon,Pune edition,MH,Jalgaon,2013,H2,Marathi,Dailies,5878.0,MAHARASHTRA,JALGAON
Agrowon,Pune edition,MH,Jalgaon,2014,H1,Marathi,Dailies,5605.0,MAHARASHTRA,JALGAON
Agrowon,Pune edition,MH,Jalgaon,2014,H2,Marathi,Dailies,5184.0,MAHARASHTRA,JALGAON
Agrowon,Pune edition,MH,Jalgaon,2015,H1,Marathi,Dailies,5526.0,MAHARASHTRA,JALGAON
Agrowon,Pune edition,MH,Jalna,2013,H1,Marathi,Dailies,2576.0,MAHARASHTRA,JALNA
Agrowon,Pune edition,MH,Jalna,2013,H2,Marathi,Dailies,1466.0,MAHARASHTRA,JALNA
Agrowon,Pune edition,MH,Jalna,2014,H1,Marathi,Dailies,1509.0,MAHARASHTRA,JALNA
Agrowon,Pune edition,MH,Jalna,2014,H2,Marathi,Dailies,2270.0,MAHARASHTRA,JALNA
Agrowon,Pune edition,MH,Jalna,2015,H1,Marathi,Dailies,1964.0,MAHARASHTRA,JALNA
Agrowon,Pune edition,MH,Kolhapur,2013,H1,Marathi,Dailies,3943.0,MAHARASHTRA,KOLHAPUR
Agrowon,Pune edition,MH,Kolhapur,2013,H2,Marathi,Dailies,4344.0,MAHARASHTRA,KOLHAPUR
Agrowon,Pune edition,MH,Kolhapur,2014,H1,Marathi,Dailies,4775.0,MAHARASHTRA,KOLHAPUR
Agrowon,Pune edition,MH,Kolhapur,2014,H2,Marathi,Dailies,3738.0,MAHARASHTRA,KOLHAPUR
Agrowon,Pune edition,MH,Kolhapur,2015,H1,Marathi,Dailies,3572.0,MAHARASHTRA,KOLHAPUR
Agrowon,Pune edition,MH,Latur,2013,H1,Marathi,Dailies,3461.0,MAHARASHTRA,LATUR
Agrowon,Pune edition,MH,Latur,2013,H2,Marathi,Dailies,3636.0,MAHARASHTRA,LATUR
Agrowon,Pune edition,MH,Latur,2014,H1,Marathi,Dailies,3461.0,MAHARASHTRA,LATUR
Agrowon,Pune edition,MH,Latur,2014,H2,Marathi,Dailies,2949.0,MAHARASHTRA,LATUR
Agrowon,Pune edition,MH,Latur,2015,H1,Marathi,Dailies,2831.0,MAHARASHTRA,LATUR
Agrowon,Pune edition,MH,Mumbai,2013,H1,Marathi,Dailies,2516.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Mumbai,2013,H2,Marathi,Dailies,2437.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Mumbai,2014,H1,Marathi,Dailies,2795.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Mumbai,2014,H2,Marathi,Dailies,2353.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Mumbai,2015,H1,Marathi,Dailies,2355.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Nagpur,2013,H1,Marathi,Dailies,1547.0,MAHARASHTRA,NAGPUR
Agrowon,Pune edition,MH,Nagpur,2013,H2,Marathi,Dailies,1763.0,MAHARASHTRA,NAGPUR
Agrowon,Pune edition,MH,Nagpur,2014,H1,Marathi,Dailies,2190.0,MAHARASHTRA,NAGPUR
Agrowon,Pune edition,MH,Nagpur,2014,H2,Marathi,Dailies,1737.0,MAHARASHTRA,NAGPUR
Agrowon,Pune edition,MH,Nagpur,2015,H1,Marathi,Dailies,1852.0,MAHARASHTRA,NAGPUR
Agrowon,Pune edition,MH,Nanded,2013,H1,Marathi,Dailies,3225.0,MAHARASHTRA,NANDED
Agrowon,Pune edition,MH,Nanded,2013,H2,Marathi,Dailies,2270.0,MAHARASHTRA,NANDED
Agrowon,Pune edition,MH,Nanded,2014,H1,Marathi,Dailies,2263.0,MAHARASHTRA,NANDED
Agrowon,Pune edition,MH,Nanded,2014,H2,Marathi,Dailies,2521.0,MAHARASHTRA,NANDED
Agrowon,Pune edition,MH,Nanded,2015,H1,Marathi,Dailies,2210.0,MAHARASHTRA,NANDED
Agrowon,Pune edition,MH,Nandurbar,2013,H1,Marathi,Dailies,1233.0,MAHARASHTRA,NANDURBAR
Agrowon,Pune edition,MH,Nandurbar,2013,H2,Marathi,Dailies,1188.0,MAHARASHTRA,NANDURBAR
Agrowon,Pune edition,MH,Nandurbar,2014,H1,Marathi,Dailies,1066.0,MAHARASHTRA,NANDURBAR
Agrowon,Pune edition,MH,Nandurbar,2014,H2,Marathi,Dailies,1031.0,MAHARASHTRA,NANDURBAR
Agrowon,Pune edition,MH,Nandurbar,2015,H1,Marathi,Dailies,1044.0,MAHARASHTRA,NANDURBAR
Agrowon,Pune edition,MH,Nashik,2013,H1,Marathi,Dailies,10536.0,MAHARASHTRA,NASHIK
Agrowon,Pune edition,MH,Nashik,2013,H2,Marathi,Dailies,11570.0,MAHARASHTRA,NASHIK
Agrowon,Pune edition,MH,Nashik,2014,H1,Marathi,Dailies,11304.0,MAHARASHTRA,NASHIK
Agrowon,Pune edition,MH,Nashik,2014,H2,Marathi,Dailies,10559.0,MAHARASHTRA,NASHIK
Agrowon,Pune edition,MH,Nashik,2015,H1,Marathi,Dailies,9824.0,MAHARASHTRA,NASHIK
Agrowon,Pune edition,MH,Osmanabad,2013,H1,Marathi,Dailies,3397.0,MAHARASHTRA,OSMANABAD
Agrowon,Pune edition,MH,Osmanabad,2013,H2,Marathi,Dailies,2852.0,MAHARASHTRA,OSMANABAD
Agrowon,Pune edition,MH,Osmanabad,2014,H1,Marathi,Dailies,2718.0,MAHARASHTRA,OSMANABAD
Agrowon,Pune edition,MH,Osmanabad,2014,H2,Marathi,Dailies,2987.0,MAHARASHTRA,OSMANABAD
Agrowon,Pune edition,MH,Osmanabad,2015,H1,Marathi,Dailies,2824.0,MAHARASHTRA,OSMANABAD
Agrowon,Pune edition,MH,Other Districts,2013,H1,Marathi,Dailies,332.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Other Districts,2013,H2,Marathi,Dailies,1381.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Other Districts,2014,H2,Marathi,Dailies,314.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Other Districts,2015,H1,Marathi,Dailies,326.0,MAHARASHTRA,MUMBAI
Agrowon,Pune edition,MH,Parbhani,2013,H1,Marathi,Dailies,2549.0,MAHARASHTRA,PARBHANI
Agrowon,Pune edition,MH,Parbhani,2013,H2,Marathi,Dailies,1577.0,MAHARASHTRA,PARBHANI
Agrowon,Pune edition,MH,Parbhani,2014,H1,Marathi,Dailies,1690.0,MAHARASHTRA,PARBHANI
Agrowon,Pune edition,MH,Parbhani,2014,H2,Marathi,Dailies,2264.0,MAHARASHTRA,PARBHANI
Agrowon,Pune edition,MH,Parbhani,2015,H1,Marathi,Dailies,2070.0,MAHARASHTRA,PARBHANI
Agrowon,Pune edition,MH,Pune,2013,H1,Marathi,Dailies,16508.0,MAHARASHTRA,PUNE
Agrowon,Pune edition,MH,Pune,2013,H2,Marathi,Dailies,18793.0,MAHARASHTRA,PUNE
Agrowon,Pune edition,MH,Pune,2014,H1,Marathi,Dailies,18774.0,MAHARASHTRA,PUNE
Agrowon,Pune edition,MH,Pune,2014,H2,Marathi,Dailies,13330.0,MAHARASHTRA,PUNE
Agrowon,Pune edition,MH,Pune,2015,H1,Marathi,Dailies,12222.0,MAHARASHTRA,PUNE
Agrowon,Pune edition,MH,Raigad,2013,H1,Marathi,Dailies,841.0,MAHARASHTRA,RAIGAD
Agrowon,Pune edition,MH,Raigad,2013,H2,Marathi,Dailies,538.0,MAHARASHTRA,RAIGAD
Agrowon,Pune edition,MH,Raigad,2014,H1,Marathi,Dailies,508.0,MAHARASHTRA,RAIGAD
Agrowon,Pune edition,MH,Raigad,2014,H2,Marathi,Dailies,453.0,MAHARASHTRA,RAIGAD
Agrowon,Pune edition,MH,Raigad,2015,H1,Marathi,Dailies,479.0,MAHARASHTRA,RAIGAD
Agrowon,Pune edition,MH,Ratnagiri,2013,H1,Marathi,Dailies,547.0,MAHARASHTRA,RATNAGIRI
Agrowon,Pune edition,MH,Ratnagiri,2013,H2,Marathi,Dailies,784.0,MAHARASHTRA,RATNAGIRI
Agrowon,Pune edition,MH,Ratnagiri,2014,H1,Marathi,Dailies,547.0,MAHARASHTRA,RATNAGIRI
Agrowon,Pune edition,MH,Ratnagiri,2014,H2,Marathi,Dailies,601.0,MAHARASHTRA,RATNAGIRI
Agrowon,Pune edition,MH,Ratnagiri,2015,H1,Marathi,Dailies,583.0,MAHARASHTRA,RATNAGIRI
Agrowon,Pune edition,MH,Sangli,2013,H1,Marathi,Dailies,4583.0,MAHARASHTRA,SANGLI
Agrowon,Pune edition,MH,Sangli,2013,H2,Marathi,Dailies,5028.0,MAHARASHTRA,SANGLI
Agrowon,Pune edition,MH,Sangli,2014,H1,Marathi,Dailies,5043.0,MAHARASHTRA,SANGLI
Agrowon,Pune edition,MH,Sangli,2014,H2,Marathi,Dailies,4760.0,MAHARASHTRA,SANGLI
Agrowon,Pune edition,MH,Sangli,2015,H1,Marathi,Dailies,4396.0,MAHARASHTRA,SANGLI
Agrowon,Pune edition,MH,Satara,2013,H1,Marathi,Dailies,6754.0,MAHARASHTRA,SATARA
Agrowon,Pune edition,MH,Satara,2013,H2,Marathi,Dailies,7279.0,MAHARASHTRA,SATARA
Agrowon,Pune edition,MH,Satara,2014,H1,Marathi,Dailies,7037.0,MAHARASHTRA,SATARA
Agrowon,Pune edition,MH,Satara,2014,H2,Marathi,Dailies,6406.0,MAHARASHTRA,SATARA
Agrowon,Pune edition,MH,Satara,2015,H1,Marathi,Dailies,6039.0,MAHARASHTRA,SATARA
Agrowon,Pune edition,MH,Sindhudurg,2013,H1,Marathi,Dailies,307.0,MAHARASHTRA,SINDHUDURG
Agrowon,Pune edition,MH,Sindhudurg,2013,H2,Marathi,Dailies,595.0,MAHARASHTRA,SINDHUDURG
Agrowon,Pune edition,MH,Sindhudurg,2014,H1,Marathi,Dailies,450.0,MAHARASHTRA,SINDHUDURG
Agrowon,Pune edition,MH,Sindhudurg,2014,H2,Marathi,Dailies,663.0,MAHARASHTRA,SINDHUDURG
Agrowon,Pune edition,MH,Sindhudurg,2015,H1,Marathi,Dailies,470.0,MAHARASHTRA,SINDHUDURG
Agrowon,Pune edition,MH,Solapur,2013,H1,Marathi,Dailies,5845.0,MAHARASHTRA,SOLAPUR
Agrowon,Pune edition,MH,Solapur,2013,H2,Marathi,Dailies,7034.0,MAHARASHTRA,SOLAPUR
Agrowon,Pune edition,MH,Solapur,2014,H1,Marathi,Dailies,7209.0,MAHARASHTRA,SOLAPUR
Agrowon,Pune edition,MH,Solapur,2014,H2,Marathi,Dailies,6131.0,MAHARASHTRA,SOLAPUR
Agrowon,Pune edition,MH,Solapur,2015,H1,Marathi,Dailies,6752.0,MAHARASHTRA,SOLAPUR
Agrowon,Pune edition,MH,Thane,2013,H1,Marathi,Dailies,1435.0,MAHARASHTRA,THANE
Agrowon,Pune edition,MH,Thane,2013,H2,Marathi,Dailies,370.0,MAHARASHTRA,THANE
Agrowon,Pune edition,MH,Thane,2014,H1,Marathi,Dailies,779.0,MAHARASHTRA,THANE
Agrowon,Pune edition,MH,Thane,2014,H2,Marathi,Dailies,2017.0,MAHARASHTRA,THANE
Agrowon,Pune edition,MH,Thane,2015,H1,Marathi,Dailies,2245.0,MAHARASHTRA,THANE
Agrowon,Pune edition,MH,Wardha,2013,H1,Marathi,Dailies,1085.0,MAHARASHTRA,WARDHA
Agrowon,Pune edition,MH,Wardha,2013,H2,Marathi,Dailies,1280.0,MAHARASHTRA,WARDHA
Agrowon,Pune edition,MH,Wardha,2014,H1,Marathi,Dailies,1496.0,MAHARASHTRA,WARDHA
Agrowon,Pune edition,MH,Wardha,2014,H2,Marathi,Dailies,1080.0,MAHARASHTRA,WARDHA
Agrowon,Pune edition,MH,Wardha,2015,H1,Marathi,Dailies,1256.0,MAHARASHTRA,WARDHA
Agrowon,Pune edition,MH,Washim,2013,H1,Marathi,Dailies,667.0,MAHARASHTRA,WASHIM
Agrowon,Pune edition,MH,Washim,2013,H2,Marathi,Dailies,945.0,MAHARASHTRA,WASHIM
Agrowon,Pune edition,MH,Washim,2014,H1,Marathi,Dailies,805.0,MAHARASHTRA,WASHIM
Agrowon,Pune edition,MH,Washim,2014,H2,Marathi,Dailies,660.0,MAHARASHTRA,WASHIM
Agrowon,Pune edition,MH,Washim,2015,H1,Marathi,Dailies,641.0,MAHARASHTRA,WASHIM
Agrowon,Pune edition,MH,Yavatmal,2013,H1,Marathi,Dailies,1838.0,MAHARASHTRA,YAVATMAL
Agrowon,Pune edition,MH,Yavatmal,2013,H2,Marathi,Dailies,2086.0,MAHARASHTRA,YAVATMAL
Agrowon,Pune edition,MH,Yavatmal,2014,H1,Marathi,Dailies,2231.0,MAHARASHTRA,YAVATMAL
Agrowon,Pune edition,MH,Yavatmal,2014,H2,Marathi,Dailies,1982.0,MAHARASHTRA,YAVATMAL
Agrowon,Pune edition,MH,Yavatmal,2015,H1,Marathi,Dailies,2221.0,MAHARASHTRA,YAVATMAL
Ahmedabad Mirror,Ahmadabad edition,GJ,Ahmadabad,2013,H1,English,Dailies,62467.0,GUJARAT,AHMADABAD
Ahmedabad Mirror,Ahmadabad edition,GJ,Ahmadabad,2013,H2,English,Dailies,62087.0,GUJARAT,AHMADABAD
Ahmedabad Mirror,Ahmadabad edition,GJ,Ahmadabad,2014,H1,English,Dailies,58443.0,GUJARAT,AHMADABAD
Ahmedabad Mirror,Ahmadabad edition,GJ,Ahmadabad,2014,H2,English,Dailies,54410.0,GUJARAT,AHMADABAD
Ahmedabad Mirror,Ahmadabad edition,GJ,Ahmadabad,2015,H1,English,Dailies,50699.0,GUJARAT,AHMADABAD
Ahmedabad Mirror,Ahmadabad edition,GJ,Gandhinagar,2013,H1,English,Dailies,2859.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Gandhinagar,2013,H2,English,Dailies,2798.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Gandhinagar,2014,H1,English,Dailies,2625.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Gandhinagar,2014,H2,English,Dailies,2145.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Gandhinagar,2015,H1,English,Dailies,2022.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Other Districts,2013,H1,English,Dailies,50.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Other Districts,2013,H2,English,Dailies,60.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Other Districts,2014,H1,English,Dailies,70.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Other Districts,2014,H2,English,Dailies,60.0,GUJARAT,GANDHINAGAR
Ahmedabad Mirror,Ahmadabad edition,GJ,Other Districts,2015,H1,English,Dailies,60.0,GUJARAT,GANDHINAGAR
Aj,Agra edition,MP,Bhopal,2013,H1,Hindi,Dailies,590.0,MADHYA PRADESH,BHOPAL
Aj,Agra edition,MP,Bhopal,2013,H2,Hindi,Dailies,597.0,MADHYA PRADESH,BHOPAL
Aj,Agra edition,MP,Bhopal,2014,H1,Hindi,Dailies,599.0,MADHYA PRADESH,BHOPAL
Aj,Agra edition,MP,Bhopal,2014,H2,Hindi,Dailies,592.0,MADHYA PRADESH,BHOPAL
Aj,Agra edition,MP,Bhopal,2015,H1,Hindi,Dailies,635.0,MADHYA PRADESH,BHOPAL
Aj,Agra edition,MP,Gwalior,2013,H1,Hindi,Dailies,5899.0,MADHYA PRADESH,GWALIOR
Aj,Agra edition,MP,Gwalior,2013,H2,Hindi,Dailies,5970.0,MADHYA PRADESH,GWALIOR
Aj,Agra edition,MP,Gwalior,2014,H1,Hindi,Dailies,5990.0,MADHYA PRADESH,GWALIOR
Aj,Agra edition,MP,Gwalior,2014,H2,Hindi,Dailies,5919.0,MADHYA PRADESH,GWALIOR
Aj,Agra edition,MP,Gwalior,2015,H1,Hindi,Dailies,5854.0,MADHYA PRADESH,GWALIOR
Aj,Agra edition,MP,Morena,2013,H1,Hindi,Dailies,2271.0,MADHYA PRADESH,MORENA
Aj,Agra edition,MP,Morena,2013,H2,Hindi,Dailies,2562.0,MADHYA PRADESH,MORENA
Aj,Agra edition,MP,Morena,2014,H1,Hindi,Dailies,2580.0,MADHYA PRADESH,MORENA
Aj,Agra edition,MP,Morena,2014,H2,Hindi,Dailies,2550.0,MADHYA PRADESH,MORENA
Aj,Agra edition,MP,Morena,2015,H1,Hindi,Dailies,2620.0,MADHYA PRADESH,MORENA
Aj,Agra edition,RJ,Bharatpur,2013,H1,Hindi,Dailies,2947.0,RAJASTHAN,BHARATPUR
Aj,Agra edition,RJ,Bharatpur,2013,H2,Hindi,Dailies,2982.0,RAJASTHAN,BHARATPUR
Aj,Agra edition,RJ,Bharatpur,2014,H1,Hindi,Dailies,2912.0,RAJASTHAN,BHARATPUR
Aj,Agra edition,RJ,Bharatpur,2014,H2,Hindi,Dailies,2878.0,RAJASTHAN,BHARATPUR
Aj,Agra edition,RJ,Bharatpur,2015,H1,Hindi,Dailies,2856.0,RAJASTHAN,BHARATPUR
Aj,Agra edition,RJ,Dhaulpur,2013,H1,Hindi,Dailies,3095.0,RAJASTHAN,DHAULPUR
Aj,Agra edition,RJ,Dhaulpur,2013,H2,Hindi,Dailies,3142.0,RAJASTHAN,DHAULPUR
Aj,Agra edition,RJ,Dhaulpur,2014,H1,Hindi,Dailies,3141.0,RAJASTHAN,DHAULPUR
Aj,Agra edition,RJ,Dhaulpur,2014,H2,Hindi,Dailies,3106.0,RAJASTHAN,DHAULPUR
Aj,Agra edition,RJ,Dhaulpur,2015,H1,Hindi,Dailies,3071.0,RAJASTHAN,DHAULPUR
Aj,Agra edition,UP,Agra,2013,H1,Hindi,Dailies,7524.0,UTTAR PRADESH,AGRA
