ABC_Publication,Edition,State,District,Year,Half,Language,Frequency,Avg Circulation,Gram State,Gram District
Naba Kallol,Kolkata edition,DL,New Delhi,2015,H1,Bengali,Monthly,182.0,DELHI,NEW DELHI
Naba Kallol,Kolkata edition,JH,Purbi Singhbhum,2013,H1,Bengali,Monthly,170.0,JHARKHAND,PURBI SINGHBHUM
Naba Kallol,Kolkata edition,JH,Purbi Singhbhum,2013,H2,Bengali,Monthly,182.0,JHARKHAND,PURBI SINGHBHUM
Naba Kallol,Kolkata edition,JH,Purbi Singhbhum,2014,H1,Bengali,Monthly,145.0,JHARKHAND,PURBI SINGHBHUM
Naba Kallol,Kolkata edition,JH,Purbi Singhbhum,2014,H2,Bengali,Monthly,195.0,JHARKHAND,PURBI SINGHBHUM
Naba Kallol,Kolkata edition,JH,Purbi Singhbhum,2015,H1,Bengali,Monthly,143.0,JHARKHAND,PURBI SINGHBHUM
Naba Kallol,Kolkata edition,JH,Ranchi,2013,H1,Bengali,Monthly,215.0,JHARKHAND,RANCHI
Naba Kallol,Kolkata edition,JH,Ranchi,2013,H2,Bengali,Monthly,228.0,JHARKHAND,RANCHI
Naba Kallol,Kolkata edition,JH,Ranchi,2014,H1,Bengali,Monthly,149.0,JHARKHAND,RANCHI
Naba Kallol,Kolkata edition,JH,Ranchi,2014,H2,Bengali,Monthly,220.0,JHARKHAND,RANCHI
Naba Kallol,Kolkata edition,JH,Ranchi,2015,H1,Bengali,Monthly,144.0,JHARKHAND,RANCHI
Naba Kallol,Kolkata edition,MH,Mumbai,2013,H1,Bengali,Monthly,109.0,MAHARASHTRA,MUMBAI
Naba Kallol,Kolkata edition,MH,Mumbai,2013,H2,Bengali,Monthly,144.0,MAHARASHTRA,MUMBAI
Naba Kallol,Kolkata edition,MH,Mumbai,2014,H1,Bengali,Monthly,105.0,MAHARASHTRA,MUMBAI
Naba Kallol,Kolkata edition,MH,Mumbai,2014,H2,Bengali,Monthly,142.0,MAHARASHTRA,MUMBAI
Naba Kallol,Kolkata edition,MH,Mumbai,2015,H1,Bengali,Monthly,102.0,MAHARASHTRA,MUMBAI
Naba Kallol,Kolkata edition,OR,Cuttack,2013,H1,Bengali,Monthly,110.0,ORISSA,CUTTACK
Naba Kallol,Kolkata edition,OR,Cuttack,2013,H2,Bengali,Monthly,120.0,ORISSA,CUTTACK
Naba Kallol,Kolkata edition,OR,Cuttack,2014,H1,Bengali,Monthly,121.0,ORISSA,CUTTACK
Naba Kallol,Kolkata edition,OR,Cuttack,2014,H2,Bengali,Monthly,108.0,ORISSA,CUTTACK
Naba Kallol,Kolkata edition,OR,Cuttack,2015,H1,Bengali,Monthly,112.0,ORISSA,CUTTACK
Naba Kallol,Kolkata edition,OR,Khordha,2013,H1,Bengali,Monthly,105.0,ORISSA,KHORDHA
Naba Kallol,Kolkata edition,OR,Khordha,2013,H2,Bengali,Monthly,125.0,ORISSA,KHORDHA
Naba Kallol,Kolkata edition,OR,Khordha,2014,H1,Bengali,Monthly,115.0,ORISSA,KHORDHA
Naba Kallol,Kolkata edition,OR,Khordha,2014,H2,Bengali,Monthly,120.0,ORISSA,KHORDHA
Naba Kallol,Kolkata edition,OR,Khordha,2015,H1,Bengali,Monthly,106.0,ORISSA,KHORDHA
Naba Kallol,Kolkata edition,TR,Other Districts,2013,H1,Bengali,Monthly,102.0,TRIPURA,WEST TRIPURA
Naba Kallol,Kolkata edition,TR,Other Districts,2013,H2,Bengali,Monthly,120.0,TRIPURA,WEST TRIPURA
Naba Kallol,Kolkata edition,TR,Other Districts,2014,H1,Bengali,Monthly,112.0,TRIPURA,WEST TRIPURA
Naba Kallol,Kolkata edition,TR,Other Districts,2014,H2,Bengali,Monthly,112.0,TRIPURA,WEST TRIPURA
Naba Kallol,Kolkata edition,TR,Other Districts,2015,H1,Bengali,Monthly,108.0,TRIPURA,WEST TRIPURA
Naba Kallol,Kolkata edition,UP,Allahabad,2013,H1,Bengali,Monthly,101.0,UTTAR PRADESH,ALLAHABAD
Naba Kallol,Kolkata edition,UP,Allahabad,2013,H2,Bengali,Monthly,126.0,UTTAR PRADESH,ALLAHABAD
Naba Kallol,Kolkata edition,UP,Allahabad,2014,H1,Bengali,Monthly,104.0,UTTAR PRADESH,ALLAHABAD
Naba Kallol,Kolkata edition,UP,Allahabad,2014,H2,Bengali,Monthly,112.0,UTTAR PRADESH,ALLAHABAD
Naba Kallol,Kolkata edition,UP,Allahabad,2015,H1,Bengali,Monthly,109.0,UTTAR PRADESH,ALLAHABAD
Naba Kallol,Kolkata edition,WB,Bankura,2013,H1,Bengali,Monthly,289.0,WEST BENGAL,BANKURA
Naba Kallol,Kolkata edition,WB,Bankura,2013,H2,Bengali,Monthly,300.0,WEST BENGAL,BANKURA
Naba Kallol,Kolkata edition,WB,Bankura,2014,H1,Bengali,Monthly,276.0,WEST BENGAL,BANKURA
Naba Kallol,Kolkata edition,WB,Bankura,2014,H2,Bengali,Monthly,272.0,WEST BENGAL,BANKURA
Naba Kallol,Kolkata edition,WB,Bankura,2015,H1,Bengali,Monthly,281.0,WEST BENGAL,BANKURA
Naba Kallol,Kolkata edition,WB,Barddhaman,2013,H1,Bengali,Monthly,1390.0,WEST BENGAL,BARDDHAMAN
Naba Kallol,Kolkata edition,WB,Barddhaman,2013,H2,Bengali,Monthly,1397.0,WEST BENGAL,BARDDHAMAN
Naba Kallol,Kolkata edition,WB,Barddhaman,2014,H1,Bengali,Monthly,1404.0,WEST BENGAL,BARDDHAMAN
Naba Kallol,Kolkata edition,WB,Barddhaman,2014,H2,Bengali,Monthly,1397.0,WEST BENGAL,BARDDHAMAN
Naba Kallol,Kolkata edition,WB,Barddhaman,2015,H1,Bengali,Monthly,1414.0,WEST BENGAL,BARDDHAMAN
Naba Kallol,Kolkata edition,WB,Birbhum,2013,H1,Bengali,Monthly,287.0,WEST BENGAL,BIRBHUM
Naba Kallol,Kolkata edition,WB,Birbhum,2013,H2,Bengali,Monthly,308.0,WEST BENGAL,BIRBHUM
Naba Kallol,Kolkata edition,WB,Birbhum,2014,H1,Bengali,Monthly,360.0,WEST BENGAL,BIRBHUM
Naba Kallol,Kolkata edition,WB,Birbhum,2014,H2,Bengali,Monthly,291.0,WEST BENGAL,BIRBHUM
Naba Kallol,Kolkata edition,WB,Birbhum,2015,H1,Bengali,Monthly,350.0,WEST BENGAL,BIRBHUM
Naba Kallol,Kolkata edition,WB,Darjiling,2013,H1,Bengali,Monthly,381.0,WEST BENGAL,DARJILING
Naba Kallol,Kolkata edition,WB,Darjiling,2013,H2,Bengali,Monthly,397.0,WEST BENGAL,DARJILING
Naba Kallol,Kolkata edition,WB,Darjiling,2014,H1,Bengali,Monthly,348.0,WEST BENGAL,DARJILING
Naba Kallol,Kolkata edition,WB,Darjiling,2014,H2,Bengali,Monthly,402.0,WEST BENGAL,DARJILING
Naba Kallol,Kolkata edition,WB,Darjiling,2015,H1,Bengali,Monthly,356.0,WEST BENGAL,DARJILING
Naba Kallol,Kolkata edition,WB,Hugli,2013,H1,Bengali,Monthly,157.0,WEST BENGAL,HUGLI
Naba Kallol,Kolkata edition,WB,Hugli,2013,H2,Bengali,Monthly,154.0,WEST BENGAL,HUGLI
Naba Kallol,Kolkata edition,WB,Hugli,2014,H1,Bengali,Monthly,160.0,WEST BENGAL,HUGLI
Naba Kallol,Kolkata edition,WB,Hugli,2014,H2,Bengali,Monthly,165.0,WEST BENGAL,HUGLI
Naba Kallol,Kolkata edition,WB,Hugli,2015,H1,Bengali,Monthly,158.0,WEST BENGAL,HUGLI
Naba Kallol,Kolkata edition,WB,Jalpaiguri,2013,H1,Bengali,Monthly,106.0,WEST BENGAL,JALPAIGURI
Naba Kallol,Kolkata edition,WB,Jalpaiguri,2013,H2,Bengali,Monthly,111.0,WEST BENGAL,JALPAIGURI
Naba Kallol,Kolkata edition,WB,Jalpaiguri,2014,H1,Bengali,Monthly,111.0,WEST BENGAL,JALPAIGURI
Naba Kallol,Kolkata edition,WB,Jalpaiguri,2014,H2,Bengali,Monthly,108.0,WEST BENGAL,JALPAIGURI
Naba Kallol,Kolkata edition,WB,Jalpaiguri,2015,H1,Bengali,Monthly,105.0,WEST BENGAL,JALPAIGURI
Naba Kallol,Kolkata edition,WB,Koch Bihar,2013,H1,Bengali,Monthly,195.0,WEST BENGAL,KOCH BIHAR
Naba Kallol,Kolkata edition,WB,Koch Bihar,2013,H2,Bengali,Monthly,181.0,WEST BENGAL,KOCH BIHAR
Naba Kallol,Kolkata edition,WB,Koch Bihar,2014,H1,Bengali,Monthly,172.0,WEST BENGAL,KOCH BIHAR
Naba Kallol,Kolkata edition,WB,Koch Bihar,2014,H2,Bengali,Monthly,176.0,WEST BENGAL,KOCH BIHAR
Naba Kallol,Kolkata edition,WB,Koch Bihar,2015,H1,Bengali,Monthly,166.0,WEST BENGAL,KOCH BIHAR
Naba Kallol,Kolkata edition,WB,Kolkata,2013,H1,Bengali,Monthly,12335.0,WEST BENGAL,KOLKATA
Naba Kallol,Kolkata edition,WB,Kolkata,2013,H2,Bengali,Monthly,22997.0,WEST BENGAL,KOLKATA
Naba Kallol,Kolkata edition,WB,Kolkata,2014,H1,Bengali,Monthly,11123.0,WEST BENGAL,KOLKATA
Naba Kallol,Kolkata edition,WB,Kolkata,2014,H2,Bengali,Monthly,20203.0,WEST BENGAL,KOLKATA
Naba Kallol,Kolkata edition,WB,Kolkata,2015,H1,Bengali,Monthly,11155.0,WEST BENGAL,KOLKATA
Naba Kallol,Kolkata edition,WB,Maldah,2013,H1,Bengali,Monthly,163.0,WEST BENGAL,MALDAH
Naba Kallol,Kolkata edition,WB,Maldah,2013,H2,Bengali,Monthly,164.0,WEST BENGAL,MALDAH
Naba Kallol,Kolkata edition,WB,Maldah,2014,H1,Bengali,Monthly,157.0,WEST BENGAL,MALDAH
Naba Kallol,Kolkata edition,WB,Maldah,2014,H2,Bengali,Monthly,145.0,WEST BENGAL,MALDAH
Naba Kallol,Kolkata edition,WB,Maldah,2015,H1,Bengali,Monthly,141.0,WEST BENGAL,MALDAH
Naba Kallol,Kolkata edition,WB,Medinipur,2013,H1,Bengali,Monthly,875.0,WEST BENGAL,MEDINIPUR
Naba Kallol,Kolkata edition,WB,Medinipur,2013,H2,Bengali,Monthly,891.0,WEST BENGAL,MEDINIPUR
Naba Kallol,Kolkata edition,WB,Medinipur,2014,H1,Bengali,Monthly,894.0,WEST BENGAL,MEDINIPUR
Naba Kallol,Kolkata edition,WB,Medinipur,2014,H2,Bengali,Monthly,854.0,WEST BENGAL,MEDINIPUR
Naba Kallol,Kolkata edition,WB,Medinipur,2015,H1,Bengali,Monthly,881.0,WEST BENGAL,MEDINIPUR
Naba Kallol,Kolkata edition,WB,Murshidabad,2013,H1,Bengali,Monthly,473.0,WEST BENGAL,MURSHIDABAD
Naba Kallol,Kolkata edition,WB,Murshidabad,2013,H2,Bengali,Monthly,512.0,WEST BENGAL,MURSHIDABAD
Naba Kallol,Kolkata edition,WB,Murshidabad,2014,H1,Bengali,Monthly,459.0,WEST BENGAL,MURSHIDABAD
Naba Kallol,Kolkata edition,WB,Murshidabad,2014,H2,Bengali,Monthly,489.0,WEST BENGAL,MURSHIDABAD
Naba Kallol,Kolkata edition,WB,Murshidabad,2015,H1,Bengali,Monthly,477.0,WEST BENGAL,MURSHIDABAD
Naba Kallol,Kolkata edition,WB,Nadia,2013,H1,Bengali,Monthly,331.0,WEST BENGAL,NADIA
Naba Kallol,Kolkata edition,WB,Nadia,2013,H2,Bengali,Monthly,371.0,WEST BENGAL,NADIA
Naba Kallol,Kolkata edition,WB,Nadia,2014,H1,Bengali,Monthly,363.0,WEST BENGAL,NADIA
Naba Kallol,Kolkata edition,WB,Nadia,2014,H2,Bengali,Monthly,351.0,WEST BENGAL,NADIA
Naba Kallol,Kolkata edition,WB,Nadia,2015,H1,Bengali,Monthly,359.0,WEST BENGAL,NADIA
Naba Kallol,Kolkata edition,WB,North Twentyfour Parganas,2013,H1,Bengali,Monthly,943.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Naba Kallol,Kolkata edition,WB,North Twentyfour Parganas,2013,H2,Bengali,Monthly,1023.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Naba Kallol,Kolkata edition,WB,North Twentyfour Parganas,2014,H1,Bengali,Monthly,983.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Naba Kallol,Kolkata edition,WB,North Twentyfour Parganas,2014,H2,Bengali,Monthly,1003.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Naba Kallol,Kolkata edition,WB,North Twentyfour Parganas,2015,H1,Bengali,Monthly,963.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Naba Kallol,Kolkata edition,WB,Puruliya,2013,H1,Bengali,Monthly,174.0,WEST BENGAL,PURULIYA
Naba Kallol,Kolkata edition,WB,Puruliya,2013,H2,Bengali,Monthly,197.0,WEST BENGAL,PURULIYA
Naba Kallol,Kolkata edition,WB,Puruliya,2014,H1,Bengali,Monthly,184.0,WEST BENGAL,PURULIYA
Naba Kallol,Kolkata edition,WB,Puruliya,2014,H2,Bengali,Monthly,205.0,WEST BENGAL,PURULIYA
Naba Kallol,Kolkata edition,WB,Puruliya,2015,H1,Bengali,Monthly,176.0,WEST BENGAL,PURULIYA
Naba Kallol,Kolkata edition,WB,Uttar Dinajpur,2013,H1,Bengali,Monthly,171.0,WEST BENGAL,UTTAR DINAJPUR
Naba Kallol,Kolkata edition,WB,Uttar Dinajpur,2013,H2,Bengali,Monthly,176.0,WEST BENGAL,UTTAR DINAJPUR
Naba Kallol,Kolkata edition,WB,Uttar Dinajpur,2014,H1,Bengali,Monthly,155.0,WEST BENGAL,UTTAR DINAJPUR
Naba Kallol,Kolkata edition,WB,Uttar Dinajpur,2014,H2,Bengali,Monthly,168.0,WEST BENGAL,UTTAR DINAJPUR
Naba Kallol,Kolkata edition,WB,Uttar Dinajpur,2015,H1,Bengali,Monthly,148.0,WEST BENGAL,UTTAR DINAJPUR
Nagaland Post,Dimapur edition,MN,Other Districts,2013,H2,English,Dailies,269.0,MANIPUR,IMPHAL WEST
Nagaland Post,Dimapur edition,NL,Dimapur,2013,H1,English,Dailies,26511.0,NAGALAND,DIMAPUR
Nagaland Post,Dimapur edition,NL,Dimapur,2013,H2,English,Dailies,27322.0,NAGALAND,DIMAPUR
Nagaland Post,Dimapur edition,NL,Dimapur,2014,H1,English,Dailies,29165.0,NAGALAND,DIMAPUR
Nagaland Post,Dimapur edition,NL,Dimapur,2014,H2,English,Dailies,30552.0,NAGALAND,DIMAPUR
Nagaland Post,Dimapur edition,NL,Dimapur,2015,H1,English,Dailies,30477.0,NAGALAND,DIMAPUR
Nagaland Post,Dimapur edition,NL,Kiphire,2013,H2,English,Dailies,440.0,NAGALAND,KIPHIRE
Nagaland Post,Dimapur edition,NL,Kiphire,2014,H1,English,Dailies,360.0,NAGALAND,KIPHIRE
Nagaland Post,Dimapur edition,NL,Kiphire,2014,H2,English,Dailies,400.0,NAGALAND,KIPHIRE
Nagaland Post,Dimapur edition,NL,Kiphire,2015,H1,English,Dailies,410.0,NAGALAND,KIPHIRE
Nagaland Post,Dimapur edition,NL,Kohima,2013,H1,English,Dailies,16927.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Kohima,2013,H2,English,Dailies,18534.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Kohima,2014,H1,English,Dailies,18871.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Kohima,2014,H2,English,Dailies,18964.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Kohima,2015,H1,English,Dailies,19502.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Longleng,2014,H1,English,Dailies,250.0,NAGALAND,LONGLENG
Nagaland Post,Dimapur edition,NL,Longleng,2014,H2,English,Dailies,270.0,NAGALAND,LONGLENG
Nagaland Post,Dimapur edition,NL,Longleng,2015,H1,English,Dailies,250.0,NAGALAND,LONGLENG
Nagaland Post,Dimapur edition,NL,Mokokchung,2013,H1,English,Dailies,5274.0,NAGALAND,MOKOKCHUNG
Nagaland Post,Dimapur edition,NL,Mokokchung,2013,H2,English,Dailies,5778.0,NAGALAND,MOKOKCHUNG
Nagaland Post,Dimapur edition,NL,Mokokchung,2014,H1,English,Dailies,4617.0,NAGALAND,MOKOKCHUNG
Nagaland Post,Dimapur edition,NL,Mokokchung,2014,H2,English,Dailies,4864.0,NAGALAND,MOKOKCHUNG
Nagaland Post,Dimapur edition,NL,Mokokchung,2015,H1,English,Dailies,4943.0,NAGALAND,MOKOKCHUNG
Nagaland Post,Dimapur edition,NL,Mon,2013,H1,English,Dailies,733.0,NAGALAND,MON
Nagaland Post,Dimapur edition,NL,Mon,2013,H2,English,Dailies,773.0,NAGALAND,MON
Nagaland Post,Dimapur edition,NL,Mon,2014,H1,English,Dailies,583.0,NAGALAND,MON
Nagaland Post,Dimapur edition,NL,Mon,2014,H2,English,Dailies,611.0,NAGALAND,MON
Nagaland Post,Dimapur edition,NL,Mon,2015,H1,English,Dailies,611.0,NAGALAND,MON
Nagaland Post,Dimapur edition,NL,Other Districts,2013,H1,English,Dailies,6225.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Other Districts,2013,H2,English,Dailies,500.0,NAGALAND,KOHIMA
Nagaland Post,Dimapur edition,NL,Peren,2013,H2,English,Dailies,967.0,NAGALAND,PEREN
Nagaland Post,Dimapur edition,NL,Peren,2014,H1,English,Dailies,865.0,NAGALAND,PEREN
Nagaland Post,Dimapur edition,NL,Peren,2014,H2,English,Dailies,895.0,NAGALAND,PEREN
Nagaland Post,Dimapur edition,NL,Peren,2015,H1,English,Dailies,967.0,NAGALAND,PEREN
Nagaland Post,Dimapur edition,NL,Phek,2013,H2,English,Dailies,950.0,NAGALAND,PHEK
Nagaland Post,Dimapur edition,NL,Phek,2014,H1,English,Dailies,870.0,NAGALAND,PHEK
Nagaland Post,Dimapur edition,NL,Phek,2014,H2,English,Dailies,935.0,NAGALAND,PHEK
Nagaland Post,Dimapur edition,NL,Phek,2015,H1,English,Dailies,905.0,NAGALAND,PHEK
Nagaland Post,Dimapur edition,NL,Tuensang,2013,H1,English,Dailies,1572.0,NAGALAND,TUENSANG
Nagaland Post,Dimapur edition,NL,Tuensang,2013,H2,English,Dailies,1411.0,NAGALAND,TUENSANG
Nagaland Post,Dimapur edition,NL,Tuensang,2014,H1,English,Dailies,1338.0,NAGALAND,TUENSANG
Nagaland Post,Dimapur edition,NL,Tuensang,2014,H2,English,Dailies,1401.0,NAGALAND,TUENSANG
Nagaland Post,Dimapur edition,NL,Tuensang,2015,H1,English,Dailies,1328.0,NAGALAND,TUENSANG
Nagaland Post,Dimapur edition,NL,Wokha,2013,H2,English,Dailies,3527.0,NAGALAND,WOKHA
Nagaland Post,Dimapur edition,NL,Wokha,2014,H1,English,Dailies,3715.0,NAGALAND,WOKHA
Nagaland Post,Dimapur edition,NL,Wokha,2014,H2,English,Dailies,3960.0,NAGALAND,WOKHA
Nagaland Post,Dimapur edition,NL,Wokha,2015,H1,English,Dailies,3578.0,NAGALAND,WOKHA
Nagaland Post,Dimapur edition,NL,Zunheboto,2013,H1,English,Dailies,454.0,NAGALAND,ZUNHEBOTO
Nagaland Post,Dimapur edition,NL,Zunheboto,2013,H2,English,Dailies,1024.0,NAGALAND,ZUNHEBOTO
Nagaland Post,Dimapur edition,NL,Zunheboto,2014,H1,English,Dailies,615.0,NAGALAND,ZUNHEBOTO
Nagaland Post,Dimapur edition,NL,Zunheboto,2014,H2,English,Dailies,731.0,NAGALAND,ZUNHEBOTO
Nagaland Post,Dimapur edition,NL,Zunheboto,2015,H1,English,Dailies,670.0,NAGALAND,ZUNHEBOTO
Nandini,Guwahati edition,AS,Barpeta,2013,H1,Assamese,Monthly,1790.0,ASSAM,BARPETA
Nandini,Guwahati edition,AS,Barpeta,2013,H2,Assamese,Monthly,1880.0,ASSAM,BARPETA
Nandini,Guwahati edition,AS,Barpeta,2014,H1,Assamese,Monthly,1930.0,ASSAM,BARPETA
Nandini,Guwahati edition,AS,Barpeta,2014,H2,Assamese,Monthly,1976.0,ASSAM,BARPETA
Nandini,Guwahati edition,AS,Barpeta,2015,H1,Assamese,Monthly,1996.0,ASSAM,BARPETA
Nandini,Guwahati edition,AS,Bongaigaon,2013,H1,Assamese,Monthly,1880.0,ASSAM,BONGAIGAON
Nandini,Guwahati edition,AS,Bongaigaon,2013,H2,Assamese,Monthly,1977.0,ASSAM,BONGAIGAON
Nandini,Guwahati edition,AS,Bongaigaon,2014,H1,Assamese,Monthly,2028.0,ASSAM,BONGAIGAON
Nandini,Guwahati edition,AS,Bongaigaon,2014,H2,Assamese,Monthly,1977.0,ASSAM,BONGAIGAON
Nandini,Guwahati edition,AS,Bongaigaon,2015,H1,Assamese,Monthly,2019.0,ASSAM,BONGAIGAON
Nandini,Guwahati edition,AS,Darrang,2013,H1,Assamese,Monthly,1421.0,ASSAM,DARRANG
Nandini,Guwahati edition,AS,Darrang,2013,H2,Assamese,Monthly,1495.0,ASSAM,DARRANG
Nandini,Guwahati edition,AS,Darrang,2014,H1,Assamese,Monthly,1534.0,ASSAM,DARRANG
Nandini,Guwahati edition,AS,Darrang,2014,H2,Assamese,Monthly,1571.0,ASSAM,DARRANG
Nandini,Guwahati edition,AS,Darrang,2015,H1,Assamese,Monthly,1605.0,ASSAM,DARRANG
Nandini,Guwahati edition,AS,Dhemaji,2013,H1,Assamese,Monthly,320.0,ASSAM,DHEMAJI
Nandini,Guwahati edition,AS,Dhemaji,2013,H2,Assamese,Monthly,336.0,ASSAM,DHEMAJI
Nandini,Guwahati edition,AS,Dhemaji,2014,H1,Assamese,Monthly,345.0,ASSAM,DHEMAJI
Nandini,Guwahati edition,AS,Dhemaji,2014,H2,Assamese,Monthly,353.0,ASSAM,DHEMAJI
Nandini,Guwahati edition,AS,Dhemaji,2015,H1,Assamese,Monthly,360.0,ASSAM,DHEMAJI
Nandini,Guwahati edition,AS,Dibrugarh,2013,H1,Assamese,Monthly,5611.0,ASSAM,DIBRUGARH
Nandini,Guwahati edition,AS,Dibrugarh,2013,H2,Assamese,Monthly,5895.0,ASSAM,DIBRUGARH
Nandini,Guwahati edition,AS,Dibrugarh,2014,H1,Assamese,Monthly,6049.0,ASSAM,DIBRUGARH
Nandini,Guwahati edition,AS,Dibrugarh,2014,H2,Assamese,Monthly,6129.0,ASSAM,DIBRUGARH
Nandini,Guwahati edition,AS,Dibrugarh,2015,H1,Assamese,Monthly,6263.0,ASSAM,DIBRUGARH
Nandini,Guwahati edition,AS,Golaghat,2013,H1,Assamese,Monthly,818.0,ASSAM,GOLAGHAT
Nandini,Guwahati edition,AS,Golaghat,2013,H2,Assamese,Monthly,862.0,ASSAM,GOLAGHAT
Nandini,Guwahati edition,AS,Golaghat,2014,H1,Assamese,Monthly,885.0,ASSAM,GOLAGHAT
Nandini,Guwahati edition,AS,Golaghat,2014,H2,Assamese,Monthly,1177.0,ASSAM,GOLAGHAT
Nandini,Guwahati edition,AS,Golaghat,2015,H1,Assamese,Monthly,1201.0,ASSAM,GOLAGHAT
Nandini,Guwahati edition,AS,Jorhat,2013,H1,Assamese,Monthly,2416.0,ASSAM,JORHAT
Nandini,Guwahati edition,AS,Jorhat,2013,H2,Assamese,Monthly,2540.0,ASSAM,JORHAT
Nandini,Guwahati edition,AS,Jorhat,2014,H1,Assamese,Monthly,2607.0,ASSAM,JORHAT
Nandini,Guwahati edition,AS,Jorhat,2014,H2,Assamese,Monthly,2670.0,ASSAM,JORHAT
Nandini,Guwahati edition,AS,Jorhat,2015,H1,Assamese,Monthly,2728.0,ASSAM,JORHAT
Nandini,Guwahati edition,AS,Kamrup,2013,H1,Assamese,Monthly,10637.0,ASSAM,KAMRUP
Nandini,Guwahati edition,AS,Kamrup,2013,H2,Assamese,Monthly,11191.0,ASSAM,KAMRUP
Nandini,Guwahati edition,AS,Kamrup,2014,H1,Assamese,Monthly,11488.0,ASSAM,KAMRUP
Nandini,Guwahati edition,AS,Kamrup,2014,H2,Assamese,Monthly,11528.0,ASSAM,KAMRUP
Nandini,Guwahati edition,AS,Kamrup,2015,H1,Assamese,Monthly,11915.0,ASSAM,KAMRUP
Nandini,Guwahati edition,AS,Kokrajhar,2013,H1,Assamese,Monthly,165.0,ASSAM,KOKRAJHAR
Nandini,Guwahati edition,AS,Kokrajhar,2013,H2,Assamese,Monthly,174.0,ASSAM,KOKRAJHAR
Nandini,Guwahati edition,AS,Kokrajhar,2014,H1,Assamese,Monthly,178.0,ASSAM,KOKRAJHAR
Nandini,Guwahati edition,AS,Kokrajhar,2014,H2,Assamese,Monthly,182.0,ASSAM,KOKRAJHAR
Nandini,Guwahati edition,AS,Kokrajhar,2015,H1,Assamese,Monthly,186.0,ASSAM,KOKRAJHAR
Nandini,Guwahati edition,AS,Nagaon,2013,H1,Assamese,Monthly,1377.0,ASSAM,NAGAON
Nandini,Guwahati edition,AS,Nagaon,2013,H2,Assamese,Monthly,1448.0,ASSAM,NAGAON
Nandini,Guwahati edition,AS,Nagaon,2014,H1,Assamese,Monthly,1486.0,ASSAM,NAGAON
Nandini,Guwahati edition,AS,Nagaon,2014,H2,Assamese,Monthly,1522.0,ASSAM,NAGAON
Nandini,Guwahati edition,AS,Nagaon,2015,H1,Assamese,Monthly,1555.0,ASSAM,NAGAON
Nandini,Guwahati edition,AS,Nalbari,2013,H1,Assamese,Monthly,751.0,ASSAM,NALBARI
Nandini,Guwahati edition,AS,Nalbari,2013,H2,Assamese,Monthly,789.0,ASSAM,NALBARI
Nandini,Guwahati edition,AS,Nalbari,2014,H1,Assamese,Monthly,810.0,ASSAM,NALBARI
Nandini,Guwahati edition,AS,Nalbari,2014,H2,Assamese,Monthly,829.0,ASSAM,NALBARI
Nandini,Guwahati edition,AS,Nalbari,2015,H1,Assamese,Monthly,847.0,ASSAM,NALBARI
Nandini,Guwahati edition,AS,North Lakhimpur,2013,H1,Assamese,Monthly,1321.0,ASSAM,NORTH LAKHIMPUR
Nandini,Guwahati edition,AS,North Lakhimpur,2013,H2,Assamese,Monthly,1390.0,ASSAM,NORTH LAKHIMPUR
Nandini,Guwahati edition,AS,North Lakhimpur,2014,H1,Assamese,Monthly,1426.0,ASSAM,NORTH LAKHIMPUR
Nandini,Guwahati edition,AS,North Lakhimpur,2014,H2,Assamese,Monthly,1460.0,ASSAM,NORTH LAKHIMPUR
Nandini,Guwahati edition,AS,North Lakhimpur,2015,H1,Assamese,Monthly,1492.0,ASSAM,NORTH LAKHIMPUR
Nandini,Guwahati edition,AS,Sibsagar,2013,H1,Assamese,Monthly,1879.0,ASSAM,SIBSAGAR
Nandini,Guwahati edition,AS,Sibsagar,2013,H2,Assamese,Monthly,1977.0,ASSAM,SIBSAGAR
Nandini,Guwahati edition,AS,Sibsagar,2014,H1,Assamese,Monthly,2030.0,ASSAM,SIBSAGAR
Nandini,Guwahati edition,AS,Sibsagar,2014,H2,Assamese,Monthly,2078.0,ASSAM,SIBSAGAR
Nandini,Guwahati edition,AS,Sibsagar,2015,H1,Assamese,Monthly,2122.0,ASSAM,SIBSAGAR
Nandini,Guwahati edition,AS,Sonitpur,2013,H1,Assamese,Monthly,2795.0,ASSAM,SONITPUR
Nandini,Guwahati edition,AS,Sonitpur,2013,H2,Assamese,Monthly,2936.0,ASSAM,SONITPUR
Nandini,Guwahati edition,AS,Sonitpur,2014,H1,Assamese,Monthly,3013.0,ASSAM,SONITPUR
Nandini,Guwahati edition,AS,Sonitpur,2014,H2,Assamese,Monthly,3085.0,ASSAM,SONITPUR
